"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"1504","6321","Oligochaeta.8","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Enchytraeoidae",NA,NA,NA,NA,"gatherer",0,0,0,0,3,0,0,1,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1505","6326","Oligochaeta.17","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae",NA,"Dero",NA,"gatherer",0,0,0,3,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1506","6331","Oligochaeta.5","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae",NA,"Dero","(Aulophorus) superterrenus","gatherer",0,0,0,3,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1507","6336","Oligochaeta.2","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae",NA,"Dero","(Aulophorus) superterrenus","gatherer",0,0,0,3,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1508","6341","Oligochaeta.13","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae",NA,"Aulophorus","superterrenus","gatherer",0,0,0,3,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1509","6346","Oligochaeta.10","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Pristininae",NA,"Pristina",NA,"gatherer",3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1510","6351","Oligochaeta.11","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Pristininae",NA,"Pristina","osborni","gatherer",3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1511","6356","Coleoptera.34","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1512","6361","Oligochaeta.12","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Pristininae",NA,"Pristina",NA,"gatherer",3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1513","6366","Oligochaeta.18","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae",NA,NA,NA,NA,"gatherer",2,0,2,2,2,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1514","6371","Ostracoda.11","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cypridocopina","Candonidae","Candoninae",NA,"Latinopsis",NA,"scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1515","6376","Ostracoda.2","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cypridocopina","Candonidae","Candoninae",NA,"Candonopsis","kingsleyi","scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1516","6381","Ostracoda.9","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cypridocopina","Cyprididae","Callistocypridinae",NA,"Callistocypris","mckenziei","scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1517","6386","Ostracoda.4","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae",NA,"Elpidium","bromeliarum","scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1518","6391","Ostracoda.8","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae",NA,"Elpidium","bromeliarum","scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1519","6396","Ostracoda.7","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae",NA,"Elpidium","maracaoensis","scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1520","6401","Ostracoda.6","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae",NA,"Elpidium",NA,"scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1521","6406","Ostracoda.10","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae",NA,"Elpidium",NA,"scraper",3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1522","6411","Coleoptera.35","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1523","6416","Platyhelminthes.10","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",10,"dry",0.5942,"length.raw","related","Odonata.9;Coleoptera.18;Lepidoptera.2;Coleoptera.29",86,"kingdom",NA,NA,NA,NA,1,NA
"1524","6421","Platyhelminthes.11","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1525","6426","Platyhelminthes.12","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1526","6431","Platyhelminthes.1","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",1,"dry",0.0056,"length.raw","related","Diptera.15;Diptera.444;Diptera.86;Diptera.463;Diptera.113;Diptera.462;Diptera.102;Diptera.465;Ostracoda.4;Diptera.379;Diptera.380;Diptera.381;Diptera.67",86,"kingdom",NA,NA,NA,NA,1,NA
"1527","6431","Platyhelminthes.1","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",3,"dry",0.0283,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.463;Diptera.464;Diptera.134;Diptera.115;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.452;Diptera.64;Diptera.380;Diptera.451;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1528","6431","Platyhelminthes.1","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",2,"dry",0.0117196287626826,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.86;Diptera.105;Diptera.373;Diptera.101;Diptera.462;Diptera.103;Diptera.469;Diptera.134;Diptera.115;Diptera.378;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Diptera.69;Diptera.67;Diptera.448;Diptera.278;Diptera.461",86,"kingdom",NA,NA,NA,NA,1,NA
"1529","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",12,"dry",15,"length.raw","related","Odonata.9",86,"kingdom",NA,NA,NA,NA,1,NA
"1530","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",11,"dry",0.3161,"length.raw","related","Coleoptera.18",86,"kingdom",NA,NA,NA,NA,1,NA
"1531","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",4,"dry",0.0812,"length.raw","related","Odonata.9;Diptera.105;Diptera.373;Diptera.462;Diptera.134;Diptera.115;Lepidoptera.2;Diptera.219;Diptera.69;Diptera.451;Diptera.67;Diptera.449;Diptera.468",86,"kingdom",NA,NA,NA,NA,1,NA
"1532","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",9,"dry",0.35695,"length.raw","related","Diptera.219",86,"kingdom",NA,NA,NA,NA,1,NA
"1533","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",14,"dry",28,"length.raw","related","Odonata.9",86,"kingdom",NA,NA,NA,NA,1,NA
"1534","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",3,"dry",0.0283,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.463;Diptera.464;Diptera.134;Diptera.115;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.452;Diptera.64;Diptera.380;Diptera.451;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1535","6436","Platyhelminthes.2","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",6,"dry",0.1802,"length.raw","related","Odonata.9;Odonata.9;Coleoptera.18;Diptera.278;Diptera.461",86,"kingdom",NA,NA,NA,NA,1,NA
"1536","6441","Platyhelminthes.3","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",9,"dry",0.35695,"length.raw","related","Diptera.219",86,"kingdom",NA,NA,NA,NA,1,NA
"1537","6441","Platyhelminthes.3","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",14,"dry",28,"length.raw","related","Odonata.9",86,"kingdom",NA,NA,NA,NA,1,NA
"1538","6446","Platyhelminthes.4","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",4,"dry",0.0812,"length.raw","related","Odonata.9;Diptera.105;Diptera.373;Diptera.462;Diptera.134;Diptera.115;Lepidoptera.2;Diptera.219;Diptera.69;Diptera.451;Diptera.67;Diptera.449;Diptera.468",86,"kingdom",NA,NA,NA,NA,1,NA
"1539","6451","Platyhelminthes.5","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",7,"dry",0.8672,"length.raw","related","Odonata.9;Odonata.9;Coleoptera.18;Lepidoptera.2;Diptera.64;Coleoptera.28;Diptera.284",86,"kingdom",NA,NA,NA,NA,1,NA
"1540","6451","Platyhelminthes.5","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",8,"dry",7,"length.raw","related","Odonata.9;Lepidoptera.4",86,"kingdom",NA,NA,NA,NA,1,NA
"1541","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",3,"dry",0.0283,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.463;Diptera.464;Diptera.134;Diptera.115;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.452;Diptera.64;Diptera.380;Diptera.451;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1542","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",1.5,"dry",0.00685,"length.raw","related","Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.373;Diptera.467;Diptera.102;Diptera.465;Diptera.45;Diptera.469;Diptera.378;Odonata.3;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Coleoptera.27;Coleoptera.30;Diptera.143;Diptera.67;Diptera.448;Diptera.449;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1543","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",1,"dry",0.0056,"length.raw","related","Diptera.15;Diptera.444;Diptera.86;Diptera.463;Diptera.113;Diptera.462;Diptera.102;Diptera.465;Ostracoda.4;Diptera.379;Diptera.380;Diptera.381;Diptera.67",86,"kingdom",NA,NA,NA,NA,1,NA
"1544","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",1,"dry",0.0056,"length.raw","related","Diptera.15;Diptera.444;Diptera.86;Diptera.463;Diptera.113;Diptera.462;Diptera.102;Diptera.465;Ostracoda.4;Diptera.379;Diptera.380;Diptera.381;Diptera.67",86,"kingdom",NA,NA,NA,NA,1,NA
"1545","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",1.5,"dry",0.00685,"length.raw","related","Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.373;Diptera.467;Diptera.102;Diptera.465;Diptera.45;Diptera.469;Diptera.378;Odonata.3;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Coleoptera.27;Coleoptera.30;Diptera.143;Diptera.67;Diptera.448;Diptera.449;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1546","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"adult",2,"dry",0.0117196287626826,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.86;Diptera.105;Diptera.373;Diptera.101;Diptera.462;Diptera.103;Diptera.469;Diptera.134;Diptera.115;Diptera.378;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Diptera.69;Diptera.67;Diptera.448;Diptera.278;Diptera.461",86,"kingdom",NA,NA,NA,NA,1,NA
"1547","6456","Platyhelminthes.7","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",2,"dry",0.0117196287626826,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.86;Diptera.105;Diptera.373;Diptera.101;Diptera.462;Diptera.103;Diptera.469;Diptera.134;Diptera.115;Diptera.378;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Diptera.69;Diptera.67;Diptera.448;Diptera.278;Diptera.461",86,"kingdom",NA,NA,NA,NA,1,NA
"1548","6461","Platyhelminthes.6","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",1,"dry",0.0056,"length.raw","related","Diptera.15;Diptera.444;Diptera.86;Diptera.463;Diptera.113;Diptera.462;Diptera.102;Diptera.465;Ostracoda.4;Diptera.379;Diptera.380;Diptera.381;Diptera.67",86,"kingdom",NA,NA,NA,NA,1,NA
"1549","6461","Platyhelminthes.6","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",2,"dry",0.0117196287626826,"length.raw","related","Odonata.9;Diptera.15;Diptera.444;Diptera.86;Diptera.105;Diptera.373;Diptera.101;Diptera.462;Diptera.103;Diptera.469;Diptera.134;Diptera.115;Diptera.378;Lepidoptera.2;Odonata.3;Diptera.377;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Diptera.69;Diptera.67;Diptera.448;Diptera.278;Diptera.461",86,"kingdom",NA,NA,NA,NA,1,NA
"1550","6461","Platyhelminthes.6","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,"larva",1.5,"dry",0.00685,"length.raw","related","Diptera.15;Diptera.444;Diptera.445;Diptera.86;Diptera.373;Diptera.467;Diptera.102;Diptera.465;Diptera.45;Diptera.469;Diptera.378;Odonata.3;Diptera.64;Diptera.380;Diptera.381;Diptera.219;Coleoptera.27;Coleoptera.30;Diptera.143;Diptera.67;Diptera.448;Diptera.449;Diptera.278;Diptera.447",86,"kingdom",NA,NA,NA,NA,1,NA
"1551","6466","Coleoptera.23","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1552","6471","Platyhelminthes.8","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1553","6476","Platyhelminthes.9","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1554","6481","Platyhelminthes.14","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1555","6486","Platyhelminthes.13","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1556","6491","Planorbidae.1","Eukaryota","Animalia","Mollusca",NA,"Gastropoda",NA,"Panpulmonata",NA,"Planorbidae",NA,NA,NA,NA,NA,0,2,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1557","6496","Trichoptera.1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Trichoptera","Integripalpia","Calamoceratidae","Calamoceratinae",NA,"Phylloicus","bromeliarum","shredder",0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,1,3,0,0,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1558","6501","Platyhelminthes.15","Eukaryota","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",3,0,0,1,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1559","6506","Unknown.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1560","6511","Unknown.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"engulfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1561","6516","Unknown.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1562","6521","Coleoptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,"larva",NA,"wet",0.5,"category.raw","exact",NA,NA,NA,NA,NA,NA,NA,0,NA
"1563","6521","Coleoptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,"larva",NA,"wet",0.5,"category.raw","exact",NA,NA,NA,NA,NA,NA,NA,0,NA
"1564","6521","Coleoptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,"larva",NA,"wet",0.5,"category.raw","exact",NA,NA,NA,NA,NA,NA,NA,0,NA
"1565","6521","Coleoptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,"larva",NA,"wet",0.5,"category.raw","exact",NA,NA,NA,NA,NA,NA,NA,0,NA
"1566","6521","Coleoptera.31","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,NA,NA,NA,"scraper",0,0,2,3,0,1,0,0,3,0,1,0,0,0,3,0,0,3,0,0,0,3,0,0,"larva",NA,"wet",3.46905387579125,"category.interpolate","exact",NA,NA,NA,0.944796300609338,9,-1.13701800585174,1.98465618318617,0,NA
